LATITUDE,LONGITUDE,avg_sand_pct,avg_clay_pct,soil_label,infiltration_rate_mm_hr,recommended_structure
24.75,74.0,35.23,32.93,Land,15.0,Recharge Trench
24.75,74.5,35.68,35.65,Land,3.0,Recharge Shaft
24.75,75.0,34.93,32.85,Land,15.0,Recharge Trench
24.75,75.25,34.61,34.04,Land,15.0,Recharge Trench
24.75,75.5,35.49,33.94,Land,15.0,Recharge Trench
24.75,76.0,42.65,27.73,Land,15.0,Recharge Trench
24.75,76.25,40.82,30.45,Land,15.0,Recharge Trench
24.75,76.5,42.47,27.37,Land,15.0,Recharge Trench
24.75,76.75,40.04,27.68,Land,15.0,Recharge Trench
24.75,77.0,36.72,28.54,Land,15.0,Recharge Trench
24.75,77.25,40.0,31.5,Land,15.0,Recharge Trench
24.75,77.5,36.87,29.62,Land,15.0,Recharge Trench
24.75,77.75,33.78,30.18,Land,15.0,Recharge Trench
24.75,78.0,33.43,30.27,Land,15.0,Recharge Trench
24.75,78.25,33.5,33.0,Land,15.0,Recharge Trench
24.75,78.5,31.77,29.0,Land,15.0,Recharge Trench
24.75,78.75,31.5,28.57,Land,15.0,Recharge Trench
24.75,79.0,33.2,27.07,Land,15.0,Recharge Trench
24.75,79.25,35.36,26.76,Land,15.0,Recharge Trench
24.75,79.5,34.48,28.51,Land,15.0,Recharge Trench
24.75,79.75,32.37,31.29,Land,15.0,Recharge Trench
24.75,80.0,29.33,31.92,Land,15.0,Recharge Trench
24.75,80.25,22.17,38.29,Land,3.0,Recharge Shaft
24.75,80.5,25.61,34.23,Land,15.0,Recharge Trench
24.75,80.75,27.71,31.51,Land,15.0,Recharge Trench
24.75,81.0,28.19,30.93,Land,15.0,Recharge Trench
24.75,81.25,26.32,37.55,Land,3.0,Recharge Shaft
24.75,81.5,23.5,40.19,Land,3.0,Recharge Shaft
24.75,81.75,24.56,39.13,Land,3.0,Recharge Shaft
24.75,82.0,27.67,35.6,Land,3.0,Recharge Shaft
24.75,82.25,27.73,38.87,Land,3.0,Recharge Shaft
24.75,82.5,28.6,36.3,Land,3.0,Recharge Shaft
24.75,82.75,23.15,39.07,Land,3.0,Recharge Shaft
24.75,83.0,21.75,43.53,Land,3.0,Recharge Shaft
24.75,83.25,22.83,43.3,Land,3.0,Recharge Shaft
24.75,83.5,22.22,43.53,Land,3.0,Recharge Shaft
24.75,83.75,21.87,41.35,Land,3.0,Recharge Shaft
24.75,84.0,23.88,36.67,Land,3.0,Recharge Shaft
24.75,84.25,21.23,36.3,Land,3.0,Recharge Shaft
24.75,84.5,24.67,32.9,Land,15.0,Recharge Trench
24.75,84.75,22.55,35.49,Land,3.0,Recharge Shaft
24.75,85.0,23.46,34.01,Land,15.0,Recharge Trench
24.75,85.25,24.96,32.61,Land,15.0,Recharge Trench
24.75,85.5,24.5,31.52,Land,15.0,Recharge Trench
24.75,85.75,27.02,30.32,Land,15.0,Recharge Trench
24.75,86.0,32.63,28.08,Land,15.0,Recharge Trench
24.75,86.25,30.9,28.43,Land,15.0,Recharge Trench
24.75,86.5,36.82,26.47,Land,15.0,Recharge Trench
24.75,86.75,35.0,27.6,Land,15.0,Recharge Trench
24.75,87.0,33.95,28.0,Land,15.0,Recharge Trench
24.75,87.25,37.52,26.02,Land,15.0,Recharge Trench
24.75,87.5,42.3,23.87,Land,15.0,Recharge Trench
24.75,87.75,31.13,28.83,Land,15.0,Recharge Trench
24.75,88.0,24.97,31.88,Land,15.0,Recharge Trench
24.75,92.25,41.3,25.1,Land,15.0,Recharge Trench
24.75,92.5,42.85,27.51,Land,15.0,Recharge Trench
24.75,92.75,36.48,29.73,Land,15.0,Recharge Trench
24.75,93.0,33.46,30.8,Land,15.0,Recharge Trench
24.75,93.25,31.1,32.91,Land,15.0,Recharge Trench
24.75,93.5,29.84,33.38,Land,15.0,Recharge Trench
24.75,93.75,30.52,34.32,Land,15.0,Recharge Trench
24.75,94.0,31.62,31.22,Land,15.0,Recharge Trench
24.75,94.25,33.38,29.43,Land,15.0,Recharge Trench
24.75,94.5,34.47,28.63,Land,15.0,Recharge Trench
25.0,70.75,45.73,26.97,Land,15.0,Recharge Trench
25.0,71.0,44.97,26.07,Land,15.0,Recharge Trench
25.0,71.25,43.28,21.52,Land,15.0,Recharge Trench
25.0,72.0,51.24,20.67,Land,15.0,Recharge Trench
25.0,72.25,47.12,23.15,Land,15.0,Recharge Trench
25.0,72.5,44.27,24.6,Land,15.0,Recharge Trench
25.0,72.75,40.48,24.14,Land,15.0,Recharge Trench
25.0,73.0,39.59,27.24,Land,15.0,Recharge Trench
25.0,73.25,38.63,30.43,Land,15.0,Recharge Trench
25.0,73.5,36.29,37.42,Land,3.0,Recharge Shaft
25.0,73.75,36.57,37.23,Land,3.0,Recharge Shaft
25.0,74.0,35.85,34.14,Land,15.0,Recharge Trench
25.0,74.25,35.82,34.82,Land,15.0,Recharge Trench
25.0,74.5,35.86,33.57,Land,15.0,Recharge Trench
25.0,74.75,34.67,34.3,Land,15.0,Recharge Trench
25.0,75.0,37.77,32.67,Land,15.0,Recharge Trench
25.0,75.25,37.83,31.93,Land,15.0,Recharge Trench
25.0,75.5,40.32,33.7,Land,15.0,Recharge Trench
25.0,75.75,41.19,33.23,Land,15.0,Recharge Trench
25.0,76.0,41.76,28.12,Land,15.0,Recharge Trench
25.0,76.25,38.28,27.32,Land,15.0,Recharge Trench
25.0,76.5,43.25,27.85,Land,15.0,Recharge Trench
25.0,76.75,44.28,27.82,Land,15.0,Recharge Trench
25.0,77.0,41.07,28.8,Land,15.0,Recharge Trench
25.0,77.25,40.16,28.82,Land,15.0,Recharge Trench
25.0,77.5,37.39,29.95,Land,15.0,Recharge Trench
25.0,78.0,36.8,28.21,Land,15.0,Recharge Trench
25.0,78.25,34.48,28.38,Land,15.0,Recharge Trench
25.0,78.5,34.8,27.63,Land,15.0,Recharge Trench
25.0,78.75,38.8,25.63,Land,15.0,Recharge Trench
25.0,79.0,39.7,24.34,Land,15.0,Recharge Trench
25.0,79.25,41.63,24.72,Land,15.0,Recharge Trench
25.0,79.5,41.16,24.48,Land,15.0,Recharge Trench
25.0,79.75,37.03,26.27,Land,15.0,Recharge Trench
25.0,80.0,39.13,25.28,Land,15.0,Recharge Trench
25.0,80.25,35.66,24.43,Land,15.0,Recharge Trench
25.0,80.5,35.98,25.6,Land,15.0,Recharge Trench
25.0,80.75,30.6,31.38,Land,15.0,Recharge Trench
25.0,81.0,33.41,27.99,Land,15.0,Recharge Trench
25.0,81.25,40.69,25.72,Land,15.0,Recharge Trench
25.0,81.5,31.85,28.75,Land,15.0,Recharge Trench
25.0,81.75,23.53,38.87,Land,3.0,Recharge Shaft
25.0,82.0,36.27,31.24,Land,15.0,Recharge Trench
25.0,82.25,33.47,31.97,Land,15.0,Recharge Trench
25.0,82.5,27.8,36.03,Land,3.0,Recharge Shaft
25.0,82.75,28.82,35.3,Land,3.0,Recharge Shaft
25.0,83.0,25.48,39.46,Land,3.0,Recharge Shaft
25.0,83.25,23.5,37.7,Land,3.0,Recharge Shaft
25.0,83.5,25.39,36.66,Land,3.0,Recharge Shaft
25.0,83.75,24.13,35.09,Land,3.0,Recharge Shaft
25.0,84.0,26.33,32.1,Land,15.0,Recharge Trench
25.0,84.25,25.88,31.11,Land,15.0,Recharge Trench
25.0,84.5,26.82,33.17,Land,15.0,Recharge Trench
25.0,84.75,25.84,32.64,Land,15.0,Recharge Trench
25.0,85.0,25.88,29.62,Land,15.0,Recharge Trench
25.0,85.25,25.2,31.6,Land,15.0,Recharge Trench
25.0,85.5,26.46,30.19,Land,15.0,Recharge Trench
25.0,85.75,28.18,27.4,Land,15.0,Recharge Trench
25.0,86.0,27.61,26.94,Land,15.0,Recharge Trench
25.0,86.25,31.17,28.49,Land,15.0,Recharge Trench
25.0,86.5,32.16,26.82,Land,15.0,Recharge Trench
25.0,86.75,30.98,28.32,Land,15.0,Recharge Trench
25.0,87.0,30.27,29.61,Land,15.0,Recharge Trench
25.0,87.25,36.22,27.68,Land,15.0,Recharge Trench
25.0,87.5,41.61,25.41,Land,15.0,Recharge Trench
25.0,87.75,36.58,25.26,Land,15.0,Recharge Trench
25.0,88.0,24.3,29.03,Land,15.0,Recharge Trench
25.0,88.25,24.4,32.4,Land,15.0,Recharge Trench
25.0,92.25,46.71,29.25,Land,15.0,Recharge Trench
25.0,92.5,40.12,29.46,Land,15.0,Recharge Trench
25.0,92.75,37.51,30.37,Land,15.0,Recharge Trench
25.0,93.0,32.62,32.45,Land,15.0,Recharge Trench
25.0,93.25,30.75,33.12,Land,15.0,Recharge Trench
25.0,93.5,30.83,35.37,Land,3.0,Recharge Shaft
25.0,93.75,30.12,33.14,Land,15.0,Recharge Trench
25.0,94.0,32.33,33.97,Land,15.0,Recharge Trench
25.0,94.25,33.01,30.04,Land,15.0,Recharge Trench
25.0,94.5,32.61,29.24,Land,15.0,Recharge Trench
25.25,70.75,48.62,28.42,Land,15.0,Recharge Trench
25.25,71.0,48.82,25.08,Land,15.0,Recharge Trench
25.25,71.25,48.25,24.03,Land,15.0,Recharge Trench
25.25,71.5,48.11,23.2,Land,15.0,Recharge Trench
25.25,72.0,50.66,20.65,Land,15.0,Recharge Trench
25.25,72.25,49.88,24.7,Land,15.0,Recharge Trench
25.25,72.5,46.53,27.03,Land,15.0,Recharge Trench
25.25,72.75,41.47,24.08,Land,15.0,Recharge Trench
25.25,73.0,40.4,24.9,Land,15.0,Recharge Trench
25.25,73.25,41.87,27.57,Land,15.0,Recharge Trench
25.25,73.5,37.37,32.38,Land,15.0,Recharge Trench
25.25,73.75,37.72,33.43,Land,15.0,Recharge Trench
25.25,74.0,35.05,34.4,Land,15.0,Recharge Trench
25.25,74.25,36.19,33.5,Land,15.0,Recharge Trench
25.25,74.5,35.87,29.18,Land,15.0,Recharge Trench
25.25,75.0,37.08,30.41,Land,15.0,Recharge Trench
25.25,75.25,38.36,30.93,Land,15.0,Recharge Trench
25.25,75.5,39.62,30.33,Land,15.0,Recharge Trench
25.25,75.75,36.3,28.75,Land,15.0,Recharge Trench
25.25,76.0,35.67,31.1,Land,15.0,Recharge Trench
25.25,76.25,42.9,26.38,Land,15.0,Recharge Trench
25.25,76.5,40.58,26.47,Land,15.0,Recharge Trench
25.25,76.75,43.48,27.73,Land,15.0,Recharge Trench
25.25,77.0,39.48,28.94,Land,15.0,Recharge Trench
25.25,77.25,40.75,28.23,Land,15.0,Recharge Trench
25.25,77.5,38.63,30.07,Land,15.0,Recharge Trench
25.25,77.75,37.89,31.22,Land,15.0,Recharge Trench
25.25,78.0,35.03,27.3,Land,15.0,Recharge Trench
25.25,78.25,36.8,27.77,Land,15.0,Recharge Trench
25.25,78.5,38.38,29.51,Land,15.0,Recharge Trench
25.25,78.75,43.7,26.23,Land,15.0,Recharge Trench
25.25,79.0,41.45,23.85,Land,15.0,Recharge Trench
25.25,79.25,41.17,23.54,Land,15.0,Recharge Trench
25.25,79.5,41.31,24.46,Land,15.0,Recharge Trench
25.25,79.75,42.17,22.4,Land,15.0,Recharge Trench
25.25,80.0,39.48,24.09,Land,15.0,Recharge Trench
25.25,80.25,34.88,26.83,Land,15.0,Recharge Trench
25.25,80.5,34.17,27.29,Land,15.0,Recharge Trench
25.25,80.75,39.6,22.67,Land,15.0,Recharge Trench
25.25,81.0,39.13,25.4,Land,15.0,Recharge Trench
25.25,81.25,37.61,25.28,Land,15.0,Recharge Trench
25.25,81.5,35.9,27.93,Land,15.0,Recharge Trench
25.25,82.5,29.48,30.53,Land,15.0,Recharge Trench
25.25,82.75,28.12,34.72,Land,15.0,Recharge Trench
25.25,83.0,26.02,35.22,Land,3.0,Recharge Shaft
25.25,83.25,27.3,31.67,Land,15.0,Recharge Trench
25.25,83.5,24.57,35.33,Land,3.0,Recharge Shaft
25.25,83.75,28.23,30.9,Land,15.0,Recharge Trench
25.25,84.0,26.67,31.41,Land,15.0,Recharge Trench
25.25,84.25,27.17,31.47,Land,15.0,Recharge Trench
25.25,84.5,26.36,30.21,Land,15.0,Recharge Trench
25.25,84.75,25.42,30.8,Land,15.0,Recharge Trench
25.25,85.0,28.42,28.55,Land,15.0,Recharge Trench
25.25,85.25,27.68,28.99,Land,15.0,Recharge Trench
25.25,85.5,27.88,28.94,Land,15.0,Recharge Trench
25.25,85.75,27.56,28.12,Land,15.0,Recharge Trench
25.25,86.0,30.07,27.93,Land,15.0,Recharge Trench
25.25,86.25,28.11,29.4,Land,15.0,Recharge Trench
25.25,86.5,32.71,28.38,Land,15.0,Recharge Trench
25.25,86.75,30.83,29.23,Land,15.0,Recharge Trench
25.25,87.0,30.0,32.27,Land,15.0,Recharge Trench
25.25,87.25,29.84,30.22,Land,15.0,Recharge Trench
25.25,87.75,31.91,27.39,Land,15.0,Recharge Trench
25.25,88.0,29.63,27.93,Land,15.0,Recharge Trench
25.25,88.25,26.47,33.1,Land,15.0,Recharge Trench
25.25,88.5,22.25,38.32,Land,3.0,Recharge Shaft
25.25,88.75,21.27,39.22,Land,3.0,Recharge Shaft
25.25,90.25,33.66,31.76,Land,15.0,Recharge Trench
25.25,90.5,37.44,29.16,Land,15.0,Recharge Trench
25.25,90.75,38.33,30.0,Land,15.0,Recharge Trench
25.25,91.25,41.52,29.33,Land,15.0,Recharge Trench
25.25,91.5,39.48,31.11,Land,15.0,Recharge Trench
25.25,91.75,36.83,30.57,Land,15.0,Recharge Trench
25.25,92.0,39.83,31.32,Land,15.0,Recharge Trench
25.25,92.25,39.63,30.17,Land,15.0,Recharge Trench
25.25,92.5,36.7,31.32,Land,15.0,Recharge Trench
25.25,92.75,33.77,32.74,Land,15.0,Recharge Trench
25.25,93.0,33.08,31.88,Land,15.0,Recharge Trench
25.25,93.25,31.34,34.12,Land,15.0,Recharge Trench
25.25,93.5,30.3,36.26,Land,3.0,Recharge Shaft
25.25,93.75,30.01,35.27,Land,3.0,Recharge Shaft
25.25,94.0,30.28,34.46,Land,15.0,Recharge Trench
25.25,94.25,29.82,31.71,Land,15.0,Recharge Trench
25.25,94.5,29.63,31.62,Land,15.0,Recharge Trench
25.5,70.5,45.91,27.95,Land,15.0,Recharge Trench
25.5,70.75,51.98,27.13,Land,15.0,Recharge Trench
25.5,71.0,52.33,25.17,Land,15.0,Recharge Trench
25.5,71.25,48.95,23.48,Land,15.0,Recharge Trench
25.5,71.5,50.85,21.67,Land,15.0,Recharge Trench
25.5,71.75,48.73,23.58,Land,15.0,Recharge Trench
25.5,72.0,51.68,20.82,Land,15.0,Recharge Trench
25.5,72.25,48.56,24.93,Land,15.0,Recharge Trench
25.5,72.5,40.7,25.1,Land,15.0,Recharge Trench
25.5,72.75,46.28,23.78,Land,15.0,Recharge Trench
25.5,73.0,46.71,23.81,Land,15.0,Recharge Trench
25.5,73.5,45.6,27.47,Land,15.0,Recharge Trench
25.5,73.75,36.8,26.7,Land,15.0,Recharge Trench
25.5,74.0,35.48,31.97,Land,15.0,Recharge Trench
25.5,74.25,36.09,30.71,Land,15.0,Recharge Trench
25.5,74.5,34.04,28.53,Land,15.0,Recharge Trench
25.5,74.75,32.1,25.03,Land,15.0,Recharge Trench
25.5,75.0,37.13,26.56,Land,15.0,Recharge Trench
25.5,75.25,43.53,25.47,Land,15.0,Recharge Trench
25.5,75.5,40.74,26.81,Land,15.0,Recharge Trench
25.5,75.75,41.9,26.23,Land,15.0,Recharge Trench
25.5,76.0,44.02,26.87,Land,15.0,Recharge Trench
25.5,76.25,43.55,27.44,Land,15.0,Recharge Trench
25.5,76.5,38.57,27.88,Land,15.0,Recharge Trench
25.5,76.75,44.41,26.23,Land,15.0,Recharge Trench
25.5,77.0,41.23,28.98,Land,15.0,Recharge Trench
25.5,77.25,43.23,26.46,Land,15.0,Recharge Trench
25.5,77.5,38.17,29.88,Land,15.0,Recharge Trench
25.5,77.75,39.97,28.55,Land,15.0,Recharge Trench
25.5,78.0,41.5,29.93,Land,15.0,Recharge Trench
25.5,78.25,37.71,27.76,Land,15.0,Recharge Trench
25.5,78.5,35.53,27.13,Land,15.0,Recharge Trench
25.5,78.75,41.1,26.43,Land,15.0,Recharge Trench
25.5,79.0,46.17,24.67,Land,15.0,Recharge Trench
25.5,79.25,41.77,26.27,Land,15.0,Recharge Trench
25.5,79.5,38.7,25.17,Land,15.0,Recharge Trench
25.5,79.75,37.81,21.97,Land,15.0,Recharge Trench
25.5,80.0,38.37,23.7,Land,15.0,Recharge Trench
25.5,80.25,31.7,27.67,Land,15.0,Recharge Trench
25.5,80.5,34.08,26.12,Land,15.0,Recharge Trench
25.5,80.75,34.39,24.82,Land,15.0,Recharge Trench
25.5,81.0,35.63,24.19,Land,15.0,Recharge Trench
25.5,81.25,31.46,23.47,Land,15.0,Recharge Trench
25.5,81.5,34.49,23.28,Land,15.0,Recharge Trench
25.5,81.75,33.74,25.03,Land,15.0,Recharge Trench
25.5,82.0,31.06,25.46,Land,15.0,Recharge Trench
25.5,82.25,30.76,26.26,Land,15.0,Recharge Trench
25.5,82.5,28.33,27.7,Land,15.0,Recharge Trench
25.5,82.75,29.0,29.03,Land,15.0,Recharge Trench
25.5,83.0,28.29,31.13,Land,15.0,Recharge Trench
25.5,83.25,26.41,30.59,Land,15.0,Recharge Trench
25.5,83.5,27.62,32.3,Land,15.0,Recharge Trench
25.5,83.75,28.65,29.93,Land,15.0,Recharge Trench
25.5,84.0,27.6,31.17,Land,15.0,Recharge Trench
25.5,84.25,26.64,30.97,Land,15.0,Recharge Trench
25.5,84.5,25.74,30.98,Land,15.0,Recharge Trench
25.5,84.75,28.09,29.17,Land,15.0,Recharge Trench
25.5,85.0,28.4,27.9,Land,15.0,Recharge Trench
25.5,85.25,29.88,28.43,Land,15.0,Recharge Trench
25.5,85.75,30.17,29.13,Land,15.0,Recharge Trench
25.5,86.0,30.87,29.23,Land,15.0,Recharge Trench
25.5,86.25,28.55,30.65,Land,15.0,Recharge Trench
25.5,86.5,31.25,29.48,Land,15.0,Recharge Trench
25.5,86.75,28.17,29.63,Land,15.0,Recharge Trench
25.5,87.0,30.65,27.98,Land,15.0,Recharge Trench
25.5,87.25,28.72,27.53,Land,15.0,Recharge Trench
25.5,87.5,28.37,27.13,Land,15.0,Recharge Trench
25.5,87.75,26.58,29.87,Land,15.0,Recharge Trench
25.5,88.0,25.5,29.68,Land,15.0,Recharge Trench
25.5,88.25,24.42,32.56,Land,15.0,Recharge Trench
25.5,88.5,26.1,35.07,Land,3.0,Recharge Shaft
25.5,88.75,22.12,37.32,Land,3.0,Recharge Shaft
25.5,90.0,36.96,30.2,Land,15.0,Recharge Trench
25.5,90.25,37.81,29.77,Land,15.0,Recharge Trench
25.5,90.5,39.6,28.73,Land,15.0,Recharge Trench
25.5,90.75,38.67,28.9,Land,15.0,Recharge Trench
25.5,91.0,39.47,29.83,Land,15.0,Recharge Trench
25.5,91.25,36.5,33.6,Land,15.0,Recharge Trench
25.5,91.5,33.4,36.83,Land,3.0,Recharge Shaft
25.5,91.75,33.23,36.13,Land,3.0,Recharge Shaft
25.5,92.0,36.79,31.72,Land,15.0,Recharge Trench
25.5,92.25,36.67,31.03,Land,15.0,Recharge Trench
25.5,92.5,35.97,31.03,Land,15.0,Recharge Trench
25.5,92.75,31.55,32.73,Land,15.0,Recharge Trench
25.5,93.0,33.0,30.4,Land,15.0,Recharge Trench
25.5,93.25,28.43,35.72,Land,3.0,Recharge Shaft
25.5,93.5,31.03,34.2,Land,15.0,Recharge Trench
25.5,93.75,29.03,35.07,Land,3.0,Recharge Shaft
25.5,94.0,27.98,34.98,Land,15.0,Recharge Trench
25.5,94.25,31.12,32.55,Land,15.0,Recharge Trench
25.75,70.25,40.9,31.27,Land,15.0,Recharge Trench
25.75,70.5,46.92,27.97,Land,15.0,Recharge Trench
25.75,70.75,53.03,24.53,Land,15.0,Recharge Trench
25.75,71.0,55.93,24.01,Land,15.0,Recharge Trench
25.75,71.25,57.09,21.51,Land,15.0,Recharge Trench
25.75,71.5,54.25,23.11,Land,15.0,Recharge Trench
25.75,71.75,52.8,23.63,Land,15.0,Recharge Trench
25.75,72.0,53.68,21.68,Land,15.0,Recharge Trench
25.75,72.25,48.6,22.77,Land,15.0,Recharge Trench
25.75,72.5,49.62,22.78,Land,15.0,Recharge Trench
25.75,73.0,52.63,22.67,Land,15.0,Recharge Trench
25.75,73.25,50.29,24.01,Land,15.0,Recharge Trench
25.75,73.5,47.9,25.37,Land,15.0,Recharge Trench
25.75,73.75,44.1,22.27,Land,15.0,Recharge Trench
25.75,74.0,39.54,26.97,Land,15.0,Recharge Trench
25.75,74.25,33.82,25.67,Land,15.0,Recharge Trench
25.75,74.5,24.63,24.33,Land,15.0,Recharge Trench
25.75,74.75,30.4,22.59,Land,15.0,Recharge Trench
25.75,75.0,39.3,20.7,Land,15.0,Recharge Trench
25.75,75.25,41.54,26.76,Land,15.0,Recharge Trench
25.75,75.5,41.83,26.27,Land,15.0,Recharge Trench
25.75,75.75,44.86,22.79,Land,15.0,Recharge Trench
25.75,76.0,41.13,24.07,Land,15.0,Recharge Trench
25.75,76.25,44.6,25.91,Land,15.0,Recharge Trench
25.75,76.5,40.3,27.66,Land,15.0,Recharge Trench
25.75,76.75,47.12,25.79,Land,15.0,Recharge Trench
25.75,77.0,46.03,26.36,Land,15.0,Recharge Trench
25.75,77.25,48.02,24.24,Land,15.0,Recharge Trench
25.75,77.5,39.76,30.71,Land,15.0,Recharge Trench
25.75,77.75,40.65,28.25,Land,15.0,Recharge Trench
25.75,78.0,38.47,30.13,Land,15.0,Recharge Trench
25.75,78.25,39.85,30.98,Land,15.0,Recharge Trench
25.75,78.5,40.23,29.1,Land,15.0,Recharge Trench
25.75,78.75,40.26,28.93,Land,15.0,Recharge Trench
25.75,79.0,40.84,26.13,Land,15.0,Recharge Trench
25.75,79.25,38.77,26.1,Land,15.0,Recharge Trench
25.75,79.5,35.82,29.83,Land,15.0,Recharge Trench
25.75,79.75,32.93,25.73,Land,15.0,Recharge Trench
25.75,80.0,36.77,26.7,Land,15.0,Recharge Trench
25.75,80.25,34.35,24.4,Land,15.0,Recharge Trench
25.75,80.5,33.79,22.82,Land,15.0,Recharge Trench
25.75,80.75,29.41,24.23,Land,15.0,Recharge Trench
25.75,81.0,28.19,22.03,Land,15.0,Recharge Trench
25.75,81.25,29.47,20.7,Land,15.0,Recharge Trench
25.75,81.5,32.12,23.75,Land,15.0,Recharge Trench
25.75,81.75,31.05,25.39,Land,15.0,Recharge Trench
25.75,82.0,29.62,26.7,Land,15.0,Recharge Trench
25.75,82.25,30.3,26.53,Land,15.0,Recharge Trench
25.75,82.5,27.97,28.48,Land,15.0,Recharge Trench
25.75,82.75,26.43,31.28,Land,15.0,Recharge Trench
25.75,83.0,25.2,30.53,Land,15.0,Recharge Trench
25.75,83.25,26.69,31.03,Land,15.0,Recharge Trench
25.75,83.5,26.46,30.69,Land,15.0,Recharge Trench
25.75,83.75,25.54,31.32,Land,15.0,Recharge Trench
25.75,84.0,26.42,31.63,Land,15.0,Recharge Trench
25.75,84.25,26.56,31.41,Land,15.0,Recharge Trench
25.75,84.5,28.09,30.9,Land,15.0,Recharge Trench
25.75,84.75,29.86,30.38,Land,15.0,Recharge Trench
25.75,85.0,28.71,27.65,Land,15.0,Recharge Trench
25.75,85.25,30.81,26.75,Land,15.0,Recharge Trench
25.75,85.5,31.73,28.13,Land,15.0,Recharge Trench
25.75,85.75,31.2,29.18,Land,15.0,Recharge Trench
25.75,86.0,32.59,27.96,Land,15.0,Recharge Trench
25.75,86.25,31.6,28.98,Land,15.0,Recharge Trench
25.75,86.5,32.9,29.1,Land,15.0,Recharge Trench
25.75,86.75,30.93,28.48,Land,15.0,Recharge Trench
25.75,87.0,33.4,26.33,Land,15.0,Recharge Trench
25.75,87.25,30.44,26.4,Land,15.0,Recharge Trench
25.75,87.5,30.93,26.73,Land,15.0,Recharge Trench
25.75,87.75,30.13,27.03,Land,15.0,Recharge Trench
25.75,88.0,30.68,30.07,Land,15.0,Recharge Trench
25.75,88.25,26.36,31.41,Land,15.0,Recharge Trench
25.75,89.75,34.77,34.17,Land,15.0,Recharge Trench
25.75,90.0,39.44,29.78,Land,15.0,Recharge Trench
25.75,90.25,37.93,30.57,Land,15.0,Recharge Trench
25.75,90.5,36.87,30.42,Land,15.0,Recharge Trench
25.75,91.0,39.78,30.18,Land,15.0,Recharge Trench
25.75,91.25,36.32,29.2,Land,15.0,Recharge Trench
25.75,91.5,36.53,33.43,Land,15.0,Recharge Trench
25.75,91.75,36.97,29.47,Land,15.0,Recharge Trench
25.75,92.0,38.99,29.87,Land,15.0,Recharge Trench
25.75,92.25,37.78,30.83,Land,15.0,Recharge Trench
25.75,92.5,34.92,31.76,Land,15.0,Recharge Trench
25.75,92.75,31.83,31.77,Land,15.0,Recharge Trench
25.75,93.0,32.25,31.11,Land,15.0,Recharge Trench
25.75,93.25,32.2,32.26,Land,15.0,Recharge Trench
25.75,93.5,32.5,31.48,Land,15.0,Recharge Trench
25.75,93.75,34.08,31.88,Land,15.0,Recharge Trench
25.75,94.0,30.3,36.93,Land,3.0,Recharge Shaft
25.75,94.25,30.48,33.4,Land,15.0,Recharge Trench
25.75,94.5,29.3,32.74,Land,15.0,Recharge Trench
25.75,94.75,31.47,29.68,Land,15.0,Recharge Trench
25.75,95.0,32.29,30.08,Land,15.0,Recharge Trench
26.0,70.0,49.25,28.2,Land,15.0,Recharge Trench
26.0,70.5,48.42,25.57,Land,15.0,Recharge Trench
26.0,70.75,53.57,23.57,Land,15.0,Recharge Trench
26.0,71.0,53.4,24.07,Land,15.0,Recharge Trench
26.0,71.25,55.53,23.02,Land,15.0,Recharge Trench
26.0,71.5,53.52,24.34,Land,15.0,Recharge Trench
26.0,71.75,51.28,24.07,Land,15.0,Recharge Trench
26.0,72.0,48.24,24.93,Land,15.0,Recharge Trench
26.0,72.25,51.85,22.05,Land,15.0,Recharge Trench
26.0,72.5,54.26,21.04,Land,15.0,Recharge Trench
26.0,72.75,57.62,20.93,Land,15.0,Recharge Trench
26.0,73.0,56.13,19.42,Land,15.0,Recharge Trench
26.0,73.25,55.58,21.21,Land,15.0,Recharge Trench
26.0,73.5,49.32,23.79,Land,15.0,Recharge Trench
26.0,73.75,44.73,25.19,Land,15.0,Recharge Trench
26.0,74.0,39.43,24.98,Land,15.0,Recharge Trench
26.0,74.25,35.27,23.29,Land,15.0,Recharge Trench
26.0,74.5,26.41,22.61,Land,15.0,Recharge Trench
26.0,74.75,25.72,22.07,Land,15.0,Recharge Trench
26.0,75.0,31.43,21.59,Land,15.0,Recharge Trench
26.0,75.25,38.63,24.02,Land,15.0,Recharge Trench
26.0,75.75,42.97,22.4,Land,15.0,Recharge Trench
26.0,76.0,42.0,25.4,Land,15.0,Recharge Trench
26.0,76.25,45.28,29.3,Land,15.0,Recharge Trench
26.0,76.5,45.64,26.32,Land,15.0,Recharge Trench
26.0,76.75,54.2,23.33,Land,15.0,Recharge Trench
26.0,77.0,47.4,24.23,Land,15.0,Recharge Trench
26.0,77.25,47.5,25.53,Land,15.0,Recharge Trench
26.0,77.5,46.2,25.23,Land,15.0,Recharge Trench
26.0,77.75,46.58,29.57,Land,15.0,Recharge Trench
26.0,78.0,42.0,32.87,Land,15.0,Recharge Trench
26.0,78.25,41.75,28.48,Land,15.0,Recharge Trench
26.0,78.75,40.61,25.79,Land,15.0,Recharge Trench
26.0,79.0,39.17,24.62,Land,15.0,Recharge Trench
26.0,79.25,38.66,26.52,Land,15.0,Recharge Trench
26.0,79.5,37.33,27.3,Land,15.0,Recharge Trench
26.0,79.75,35.23,26.57,Land,15.0,Recharge Trench
26.0,80.0,34.77,26.27,Land,15.0,Recharge Trench
26.0,80.25,33.19,24.72,Land,15.0,Recharge Trench
